train_acc,train_loss,val_acc,val_loss
0.71148,0.93901056,0.8336708860759494,0.49331814
0.84397,0.44513112,0.8486075949367088,0.43429852
0.8628599999999998,0.3823556,0.8672784810126584,0.36371145
0.8726900000000001,0.34755987,0.8631012658227848,0.36156353
0.8811199999999999,0.32315546,0.8807594936708862,0.3330034
0.88642,0.3049367,0.8843670886075948,0.32238543
0.89113,0.28964502,0.8805696202531645,0.32457173
0.89385,0.27485457,0.884367088607595,0.3251667
0.8997200000000001,0.26102185,0.8785443037974684,0.33581066
0.9026600000000001,0.25029954,0.8886075949367087,0.32713148
0.90467,0.24018405,0.8872151898734177,0.33435473
0.91027,0.2284717,0.8806329113924052,0.3399807
0.91099,0.22030136,0.8849367088607595,0.34544885
0.91404,0.21225098,0.8830379746835444,0.34115684
0.9173399999999999,0.2023715,0.8853164556962025,0.34891775
0.91973,0.19580664,0.8822151898734176,0.36068928
0.9225699999999999,0.18896237,0.8813291139240508,0.36232322
0.92443,0.18148935,0.8808860759493673,0.36586714
0.92729,0.17560434,0.8829113924050633,0.38891432
0.92798,0.17105845,0.8846202531645568,0.37262228
0.93055,0.1646242,0.8827215189873417,0.38167095
0.9336299999999998,0.15864174,0.8798734177215191,0.40788975
0.9351099999999999,0.15359908,0.8808227848101267,0.42878208
0.93704,0.14959872,0.8808860759493672,0.42135832
0.9392699999999999,0.14403391,0.8793670886075949,0.44548106
0.94102,0.14181475,0.8779746835443037,0.4510671
0.9412099999999999,0.1384042,0.8795569620253164,0.45488092
0.94334,0.13428736,0.8812658227848101,0.47207448
0.9448499999999999,0.1304904,0.8772151898734178,0.49767274
0.94529,0.12791072,0.8749367088607596,0.52334636
