train_acc,train_loss,val_acc,val_loss
0.46207000000000004,1.8709283,0.7036708860759494,0.94607544
0.75097,0.78612846,0.7877848101265823,0.65086836
0.799,0.61427534,0.8125316455696202,0.566187
0.81977,0.54144204,0.8270253164556963,0.50908804
0.8351,0.49025506,0.8348734177215188,0.49038166
0.84324,0.45886752,0.8503164556962023,0.44666398
0.85064,0.43417382,0.854367088607595,0.423068
0.8566999999999999,0.41217878,0.8608227848101265,0.4087708
0.86188,0.39480743,0.8565822784810125,0.41398385
0.8653399999999999,0.3831306,0.8629113924050631,0.39940304
0.8689300000000001,0.3704936,0.8677848101265824,0.38400236
0.87201,0.3599424,0.8754430379746835,0.36365592
0.8761199999999999,0.3486206,0.8673417721518987,0.37564296
0.8768400000000001,0.34310624,0.8739240506329115,0.3598561
0.8809400000000001,0.3332385,0.8733544303797469,0.35603014
0.88222,0.32525215,0.8805696202531645,0.34739885
0.88406,0.3193457,0.8764556962025316,0.34961855
0.88762,0.31192416,0.8793037974683543,0.34610227
0.88829,0.30639106,0.8810759493670889,0.33486816
0.88925,0.30165827,0.8831645569620252,0.33637586
0.89225,0.29405433,0.8827215189873417,0.34173802
0.89263,0.29075012,0.879493670886076,0.34399548
0.89388,0.2866076,0.8811392405063291,0.34407893
0.89546,0.28160822,0.8765822784810127,0.34140465
0.89625,0.2782191,0.8847468354430381,0.32875636
0.8981399999999999,0.2732057,0.8860759493670886,0.3287696
0.8992,0.27009395,0.8858860759493671,0.32908502
0.8993,0.266362,0.8858227848101264,0.33064076
0.9006700000000001,0.26301348,0.885759493670886,0.3304315
0.90191,0.25824606,0.8854430379746837,0.33128336
