train_acc,train_loss,val_acc,val_loss
0.57458,1.3937104,0.7931645569620254,0.6267205
0.81228,0.5535892,0.8381645569620254,0.47547856
0.83901,0.45972735,0.8541772151898733,0.41543978
0.8523299999999999,0.4158003,0.8653797468354432,0.379071
0.86359,0.3804044,0.8685443037974683,0.36195692
0.87046,0.3568714,0.8774683544303798,0.34078744
0.87546,0.3404591,0.8779746835443036,0.3443
0.88128,0.32586366,0.8778481012658229,0.32736605
0.88519,0.3138178,0.8832911392405064,0.32656187
0.8877600000000001,0.30093542,0.8848101265822785,0.3167499
0.8908400000000002,0.29062933,0.8831645569620254,0.31947398
0.89401,0.28133312,0.8904430379746835,0.30353725
0.8965700000000001,0.27335316,0.8897468354430379,0.30620462
0.89907,0.26588842,0.8878481012658229,0.30473226
0.9017000000000001,0.2561906,0.8875316455696204,0.30562088
0.9035599999999999,0.25034538,0.8890506329113925,0.30354902
0.90528,0.24330747,0.8915822784810127,0.29943576
0.9068,0.23755209,0.8936708860759495,0.29762542
0.90986,0.23045285,0.8910759493670888,0.3044924
0.91131,0.22491504,0.8884177215189873,0.31648245
0.9127099999999999,0.21958105,0.8904430379746835,0.30625555
0.91577,0.21138239,0.8898734177215192,0.31515217
0.9171600000000001,0.2049974,0.8924050632911392,0.31624228
0.9181299999999999,0.20336284,0.8871518987341773,0.32824254
0.9198799999999999,0.1971829,0.890126582278481,0.31962898
0.92089,0.19298281,0.8865189873417721,0.34193483
0.92359,0.18679783,0.8863924050632912,0.3335621
0.92516,0.18226108,0.8901898734177216,0.3330123
0.92602,0.17775251,0.8914556962025318,0.34149623
0.9283899999999999,0.1730066,0.8900632911392404,0.3463475
