train_acc,train_loss,val_acc,val_loss
0.59829,1.3192794,0.8177215189873419,0.5304947
0.82961,0.49688438,0.8377848101265823,0.4517687
0.8550599999999999,0.41476256,0.8604430379746835,0.4109131
0.8659100000000001,0.37442854,0.8739873417721519,0.35554582
0.87292,0.34923953,0.8739873417721519,0.35969716
0.8803200000000001,0.32607585,0.8708860759493672,0.36598742
0.88447,0.31095633,0.8703164556962025,0.36375296
0.89009,0.29393825,0.8763291139240506,0.3608099
0.8935299999999999,0.2804414,0.8810126582278482,0.35499892
0.89607,0.2706317,0.8787974683544305,0.35741362
0.89996,0.26001135,0.8834177215189872,0.34264287
0.90441,0.24691398,0.8833544303797468,0.35348618
0.9066700000000001,0.24017085,0.8818987341772152,0.34820113
0.9080499999999999,0.23468451,0.8834177215189872,0.35519096
0.91144,0.22389303,0.8791772151898732,0.36773458
0.91194,0.2199774,0.8780379746835444,0.38982522
0.91392,0.21469736,0.881012658227848,0.3669723
0.91484,0.21195048,0.8826582278481013,0.37654275
0.91679,0.20577471,0.8803797468354428,0.3816118
0.92012,0.19735602,0.8806962025316456,0.38434613
0.9196,0.19803302,0.879493670886076,0.3717896
0.92246,0.19083291,0.8780379746835444,0.40418458
0.9232899999999999,0.19128671,0.8787341772151899,0.42625862
0.9241699999999998,0.18473117,0.879240506329114,0.4081827
0.9253899999999998,0.183777,0.8810759493670889,0.398832
0.9283699999999999,0.17408675,0.88126582278481,0.42726696
0.9284899999999999,0.1750986,0.8800632911392404,0.4608221
0.9294,0.17309491,0.8796835443037975,0.43082318
0.9302999999999999,0.17004086,0.8755063291139239,0.46033508
0.9308599999999999,0.16781442,0.879746835443038,0.45113122
