train_acc,train_loss,val_acc,val_loss
0.48535999999999996,1.7771572,0.7184177215189874,0.90756863
0.7645400000000001,0.7337388,0.7855696202531646,0.66285694
0.80299,0.59836733,0.8075949367088608,0.58395183
0.82358,0.5222729,0.8272151898734177,0.50769985
0.8378699999999999,0.475835,0.8439240506329112,0.45555553
0.8484100000000001,0.43708885,0.8486708860759495,0.42980683
0.8557400000000001,0.40982336,0.8572151898734177,0.4101099
0.8626600000000001,0.38770723,0.8653164556962025,0.38546428
0.86825,0.36935517,0.8554430379746836,0.39923242
0.87182,0.3544963,0.8676582278481011,0.379548
0.87678,0.33902395,0.8696835443037976,0.37495303
0.88039,0.32728764,0.8717088607594936,0.36009106
0.88264,0.31680554,0.8764556962025317,0.34655774
0.8866499999999999,0.30566534,0.875,0.35546243
0.8886999999999999,0.2967048,0.8679746835443038,0.36538765
0.89247,0.28793418,0.8788607594936709,0.33823875
0.8947200000000001,0.2800619,0.8782278481012658,0.34793848
0.89539,0.2722248,0.879746835443038,0.3401153
0.8989300000000001,0.26420313,0.8763291139240507,0.34539124
0.90046,0.25821832,0.8788607594936709,0.34637725
0.9021500000000001,0.25237164,0.8794936708860758,0.34418276
0.90387,0.24619138,0.8818354430379748,0.342014
0.90503,0.24209897,0.8820253164556962,0.34379408
0.90617,0.23559742,0.8841772151898734,0.3339925
0.90986,0.2290002,0.8812658227848101,0.35105586
0.91046,0.22515915,0.8772784810126583,0.35581347
0.91252,0.21908286,0.8844303797468355,0.33570012
0.9144399999999999,0.21557026,0.8805063291139241,0.35178077
0.91482,0.2102054,0.8796835443037975,0.360201
0.9172,0.20589136,0.8782278481012658,0.38114604
