train_acc,train_loss,val_acc,val_loss
0.707336347631242,0.9591396,0.8391768292682927,0.47357044
0.8443201824583867,0.44614977,0.8668064024390244,0.38722005
0.8635363316261203,0.3846749,0.8722688008130082,0.36062926
0.8719690300896287,0.35282853,0.873412093495935,0.35155636
0.8780109635083226,0.3324943,0.8833206300813008,0.33393583
0.884062900128041,0.31569317,0.8766514227642277,0.3352534
0.8867437580025608,0.30528668,0.8803353658536586,0.33443317
0.8910351312419974,0.2911958,0.8882748983739838,0.308546
0.8942361555697823,0.28193104,0.8830030487804879,0.3193263
0.8955765845070423,0.27421546,0.889672256097561,0.30862883
0.8997879321382842,0.26270157,0.8889100609756098,0.30935946
0.9012684058898848,0.25483462,0.8887195121951219,0.31237024
0.9032390364916774,0.24853875,0.8886559959349594,0.30906865
0.9062600032010243,0.2405045,0.8884654471544715,0.31484115
0.9094710307298336,0.23279211,0.8889100609756098,0.3188954
0.9100612195902689,0.22799398,0.8860518292682927,0.32795656
0.9123519526248399,0.21996701,0.8849085365853658,0.3264021
0.9137223911651728,0.21494715,0.884082825203252,0.33405855
0.9162031850192062,0.2081495,0.8875127032520326,0.32906717
0.9174635883482715,0.20481648,0.8862423780487805,0.3383039
0.9185039212548015,0.1992816,0.8823043699186992,0.36176294
0.9215649007682458,0.19248648,0.8835746951219512,0.34101656
0.9215248879641486,0.19046491,0.8872586382113821,0.35899076
0.9246558898847631,0.18273617,0.883130081300813,0.36579382
0.927096670934699,0.17838813,0.8852896341463414,0.36928463
0.9275468149807938,0.17504871,0.8843368902439024,0.38997492
0.928617157490397,0.17028101,0.882177337398374,0.38450238
0.9311379641485276,0.16491604,0.8810975609756098,0.4060193
0.9324083706786171,0.1621251,0.883130081300813,0.4012803
0.9332186299615877,0.1591824,0.8823678861788617,0.41755646
