train_acc,train_loss,val_acc,val_loss
0.6698099999999999,1.1086999,0.8306962025316456,0.5129999
0.8317,0.49386412,0.8484810126582278,0.43415534
0.8528199999999999,0.42220345,0.854240506329114,0.42151073
0.8645900000000001,0.38208446,0.8699367088607595,0.3751496
0.8726700000000001,0.35638684,0.8704430379746836,0.36932698
0.8785899999999999,0.33584675,0.8713291139240508,0.35534474
0.8832300000000001,0.3201659,0.8808227848101267,0.33497992
0.8873,0.3056518,0.879240506329114,0.33413026
0.8903900000000001,0.29489562,0.8862025316455695,0.3171601
0.8945600000000001,0.282533,0.8798734177215191,0.33578178
0.8968499999999999,0.27449298,0.8798734177215188,0.3297081
0.8997200000000001,0.2649323,0.8896835443037975,0.31200448
0.90277,0.2545945,0.8878481012658228,0.32519272
0.9049499999999999,0.24714284,0.8819620253164556,0.33209383
0.90682,0.23955368,0.8858860759493673,0.33736795
0.9102899999999999,0.23180327,0.8824683544303797,0.3365524
0.911,0.22649933,0.8865189873417723,0.3397753
0.9134500000000001,0.21992296,0.8838607594936709,0.33955097
0.91465,0.21466443,0.8744936708860761,0.35538903
0.9165099999999999,0.20766875,0.8849367088607595,0.35068956
0.91912,0.20228486,0.8826582278481013,0.3573253
0.92026,0.19778025,0.8843670886075948,0.3563357
0.92089,0.19452912,0.8803164556962025,0.36910495
0.9232100000000001,0.18776864,0.8776582278481013,0.37279123
0.92527,0.181994,0.8784177215189874,0.38584542
0.92566,0.18097882,0.8796202531645569,0.39248276
0.92926,0.17361738,0.8768987341772153,0.39848885
0.92973,0.16908029,0.8796835443037975,0.39383107
0.9307300000000001,0.16707046,0.8743670886075949,0.40905017
0.93358,0.15964156,0.8781645569620253,0.4116354
