train_acc,train_loss,val_acc,val_loss
0.64939,1.1977789,0.8012658227848101,0.63421065
0.81721,0.5651742,0.8303797468354429,0.4973021
0.84269,0.47455528,0.8496202531645568,0.44229594
0.8569100000000001,0.42360187,0.8637341772151899,0.4021305
0.8634400000000001,0.39462146,0.8684177215189872,0.38009793
0.86876,0.37444252,0.8712658227848101,0.36566803
0.8739100000000001,0.35792133,0.8721518987341773,0.35583663
0.87798,0.34587365,0.8770886075949366,0.34605283
0.8818700000000002,0.33418065,0.8839240506329114,0.33618388
0.88234,0.32683024,0.8850632911392403,0.3272277
0.8850600000000001,0.31902644,0.8850632911392405,0.32397568
0.8867,0.31319693,0.8798734177215188,0.32924634
0.8893,0.3053339,0.8824683544303797,0.33269864
0.89066,0.2999344,0.8893670886075952,0.3198332
0.8922599999999999,0.2951706,0.8862658227848104,0.31952354
0.89279,0.29151443,0.8889873417721521,0.3110895
0.8949000000000001,0.28753936,0.8836708860759493,0.31973976
0.89573,0.28409183,0.8860759493670888,0.3071517
0.89675,0.27952382,0.8856329113924051,0.3164142
0.89762,0.27616736,0.8903797468354431,0.31156558
0.89936,0.27256954,0.8886075949367089,0.3088434
0.9001600000000001,0.26935688,0.8889240506329115,0.3126986
0.90183,0.26703507,0.8910759493670888,0.3061074
0.90131,0.2638721,0.889367088607595,0.31078956
0.90255,0.26141748,0.8874683544303795,0.31133634
0.9035799999999999,0.25882286,0.8896835443037975,0.31196865
0.90397,0.25613123,0.8895569620253165,0.31492248
0.90524,0.25329116,0.8888607594936708,0.3119386
0.90581,0.25152314,0.8910759493670888,0.3069437
0.90676,0.24816646,0.8919620253164557,0.30858183
